Wed Sep 9 14:34:44 PDT 2015, as-735_G_487, 7716, 7716, 19086, 2014.50, 1682.43, -0.107274, 2.47356, 17.68880, 7.15115, 43.09941, MKL SpMV, 0.00872, 4.378417, 54.405, CPU CSR I/O Proxy, 0.00514, 7.432100, 92.349, Merge SpMV, 0.00702, 5.440181, 67.598, Merge SpMV NUMA, Numa setup ms, 1.52397, 0.00668, 5.711788, 70.973, POSKI Tuned SpMV, poski tune ms, 45.55106, 0.10389, 0.367415, 4.565,
Wed Sep 9 14:34:52 PDT 2015, as-735_G_488, 7716, 7716, 19102, 2015.94, 1682.55, -0.108843, 2.47564, 17.74170, 7.16652, 43.21488, MKL SpMV, 0.00854, 4.472762, 55.568, CPU CSR I/O Proxy, 0.00518, 7.370993, 91.574, Merge SpMV, 0.00671, 5.692779, 70.725, Merge SpMV NUMA, Numa setup ms, 1.66297, 0.00654, 5.838093, 72.530, POSKI Tuned SpMV, poski tune ms, 44.65294, 0.09303, 0.410673, 5.102,
Wed Sep 9 14:34:59 PDT 2015, as-735_G_489, 7716, 7716, 19180, 2014.64, 1684.45, -0.105363, 2.48574, 17.77830, 7.15211, 43.18384, MKL SpMV, 0.00895, 4.283909, 53.179, CPU CSR I/O Proxy, 0.00525, 7.307588, 90.715, Merge SpMV, 0.00689, 5.570753, 69.154, Merge SpMV NUMA, Numa setup ms, 1.62601, 0.00663, 5.783554, 71.796, POSKI Tuned SpMV, poski tune ms, 68.91203, 0.09256, 0.414421, 5.145,
Wed Sep 9 14:35:06 PDT 2015, as-735_G_490, 7716, 7716, 19220, 2015.16, 1686.45, -0.105111, 2.49093, 17.81826, 7.15326, 43.19024, MKL SpMV, 0.00887, 4.332898, 53.766, CPU CSR I/O Proxy, 0.00514, 7.483752, 92.864, Merge SpMV, 0.00671, 5.731089, 71.116, Merge SpMV NUMA, Numa setup ms, 1.49083, 0.00633, 6.076241, 75.398, POSKI Tuned SpMV, poski tune ms, 62.05988, 0.09151, 0.420049, 5.212,
Wed Sep 9 14:35:13 PDT 2015, as-735_G_491, 7716, 7716, 19239, 2016.51, 1686.09, -0.103509, 2.49339, 17.77358, 7.12828, 43.18387, MKL SpMV, 0.00893, 4.308643, 53.455, CPU CSR I/O Proxy, 0.00515, 7.474566, 92.732, Merge SpMV, 0.00706, 5.453277, 67.655, Merge SpMV NUMA, Numa setup ms, 1.54805, 0.00648, 5.936536, 73.651, POSKI Tuned SpMV, poski tune ms, 44.90018, 0.09420, 0.408489, 5.068,
Wed Sep 9 14:35:20 PDT 2015, as-735_G_492, 7716, 7716, 19204, 2018.49, 1686.68, -0.103823, 2.48885, 17.73939, 7.12753, 43.15621, MKL SpMV, 0.00904, 4.250196, 52.748, CPU CSR I/O Proxy, 0.00543, 7.068638, 87.727, Merge SpMV, 0.00656, 5.853469, 72.646, Merge SpMV NUMA, Numa setup ms, 1.74212, 0.00633, 6.068781, 75.318, POSKI Tuned SpMV, poski tune ms, 46.09799, 0.09675, 0.396996, 4.927,
Wed Sep 9 14:35:28 PDT 2015, as-735_G_493, 7716, 7716, 19237, 2017.83, 1685.78, -0.104593, 2.49313, 17.75036, 7.11971, 43.13333, MKL SpMV, 0.00867, 4.436044, 55.036, CPU CSR I/O Proxy, 0.00514, 7.478083, 92.778, Merge SpMV, 0.00667, 5.770325, 71.590, Merge SpMV NUMA, Numa setup ms, 1.60384, 0.00649, 5.930444, 73.577, POSKI Tuned SpMV, poski tune ms, 47.42193, 0.09635, 0.399315, 4.954,
Wed Sep 9 14:35:35 PDT 2015, as-735_G_494, 7716, 7716, 19292, 2019.10, 1688.24, -0.102753, 2.50026, 17.82831, 7.13059, 43.32847, MKL SpMV, 0.00866, 4.454192, 55.231, CPU CSR I/O Proxy, 0.00543, 7.109639, 88.158, Merge SpMV, 0.00659, 5.854450, 72.594, Merge SpMV NUMA, Numa setup ms, 1.52898, 0.00633, 6.091684, 75.535, POSKI Tuned SpMV, poski tune ms, 50.27008, 0.09682, 0.398517, 4.942,
Wed Sep 9 14:35:42 PDT 2015, as-735_G_495, 7716, 7716, 19299, 2024.96, 1692.42, -0.104169, 2.50117, 17.84830, 7.13599, 43.29783, MKL SpMV, 0.00877, 4.399455, 54.548, CPU CSR I/O Proxy, 0.00526, 7.344974, 91.069, Merge SpMV, 0.00671, 5.755483, 71.362, Merge SpMV NUMA, Numa setup ms, 1.63603, 0.00659, 5.856256, 72.611, POSKI Tuned SpMV, poski tune ms, 47.99604, 0.09053, 0.426370, 5.287,
Wed Sep 9 14:35:49 PDT 2015, as-735_G_496, 7716, 7716, 19266, 2027.13, 1691.99, -0.104201, 2.49689, 17.81242, 7.13384, 43.23184, MKL SpMV, 0.00874, 4.410019, 54.697, CPU CSR I/O Proxy, 0.00521, 7.390104, 91.659, Merge SpMV, 0.00667, 5.774143, 71.617, Merge SpMV NUMA, Numa setup ms, 1.72901, 0.00650, 5.926960, 73.512, POSKI Tuned SpMV, poski tune ms, 43.84184, 0.09862, 0.390723, 4.846,
Wed Sep 9 14:35:57 PDT 2015, as-735_G_497, 7716, 7716, 19520, 2020.60, 1688.97, -0.101295, 2.52981, 17.93875, 7.09095, 42.76746, MKL SpMV, 0.00886, 4.408142, 54.536, CPU CSR I/O Proxy, 0.00513, 7.616848, 94.234, Merge SpMV, 0.00685, 5.700318, 70.523, Merge SpMV NUMA, Numa setup ms, 1.51396, 0.00668, 5.845169, 72.315, POSKI Tuned SpMV, poski tune ms, 46.45109, 0.09884, 0.394986, 4.887,
Wed Sep 9 14:36:04 PDT 2015, as-735_G_498, 7716, 7716, 19410, 2022.86, 1690.16, -0.101989, 2.51555, 17.84104, 7.09230, 42.88146, MKL SpMV, 0.00886, 4.379829, 54.245, CPU CSR I/O Proxy, 0.00525, 7.395528, 91.595, Merge SpMV, 0.00676, 5.738781, 71.076, Merge SpMV NUMA, Numa setup ms, 1.59407, 0.00658, 5.898944, 73.059, POSKI Tuned SpMV, poski tune ms, 46.99087, 0.09985, 0.388779, 4.815,
Wed Sep 9 14:36:12 PDT 2015, as-735_G_499, 7716, 7716, 19548, 2017.79, 1689.89, -0.099159, 2.53344, 17.93016, 7.07741, 42.73513, MKL SpMV, 0.00882, 4.430995, 54.804, CPU CSR I/O Proxy, 0.00514, 7.612243, 94.151, Merge SpMV, 0.00708, 5.525531, 68.342, Merge SpMV NUMA, Numa setup ms, 1.65391, 0.00691, 5.658594, 69.987, POSKI Tuned SpMV, poski tune ms, 46.33784, 0.09272, 0.421679, 5.215,
Wed Sep 9 14:36:19 PDT 2015, as-735_G_500, 7716, 7716, 19558, 2020.73, 1690.48, -0.097883, 2.53473, 17.92495, 7.07173, 42.69533, MKL SpMV, 0.00863, 4.531214, 56.038, CPU CSR I/O Proxy, 0.00518, 7.555349, 93.438, Merge SpMV, 0.00692, 5.650951, 69.886, Merge SpMV NUMA, Numa setup ms, 1.48201, 0.00684, 5.717227, 70.706, POSKI Tuned SpMV, poski tune ms, 41.43691, 0.09129, 0.428468, 5.299,
Wed Sep 9 14:36:26 PDT 2015, as-735_G_501, 7716, 7716, 19649, 2018.39, 1689.98, -0.097019, 2.54653, 17.97271, 7.05773, 42.74431, MKL SpMV, 0.00870, 4.516814, 55.810, CPU CSR I/O Proxy, 0.00512, 7.669275, 94.763, Merge SpMV, 0.00684, 5.743644, 70.969, Merge SpMV NUMA, Numa setup ms, 1.41883, 0.00672, 5.848963, 72.271, POSKI Tuned SpMV, poski tune ms, 47.56284, 0.09003, 0.436512, 5.394,
Wed Sep 9 14:36:33 PDT 2015, as-735_G_502, 7716, 7716, 19626, 2026.80, 1692.13, -0.097979, 2.54355, 17.99545, 7.07495, 42.75754, MKL SpMV, 0.00893, 4.395875, 54.328, CPU CSR I/O Proxy, 0.00544, 7.215946, 89.181, Merge SpMV, 0.00679, 5.779304, 71.426, Merge SpMV NUMA, Numa setup ms, 1.49703, 0.00654, 6.005914, 74.227, POSKI Tuned SpMV, poski tune ms, 42.91201, 0.09421, 0.416644, 5.149,
Wed Sep 9 14:36:40 PDT 2015, as-735_G_503, 7716, 7716, 19714, 2025.21, 1693.28, -0.097680, 2.55495, 17.95672, 7.02821, 42.67785, MKL SpMV, 0.00888, 4.440719, 54.836, CPU CSR I/O Proxy, 0.00561, 7.027163, 86.774, Merge SpMV, 0.00658, 5.987749, 73.939, Merge SpMV NUMA, Numa setup ms, 1.85108, 0.00642, 6.141664, 75.840, POSKI Tuned SpMV, poski tune ms, 56.38909, 0.10161, 0.388020, 4.791,
Wed Sep 9 14:36:48 PDT 2015, as-735_G_504, 7716, 7716, 19639, 2026.53, 1693.76, -0.098926, 2.54523, 18.01928, 7.07962, 42.87473, MKL SpMV, 0.00880, 4.465884, 55.186, CPU CSR I/O Proxy, 0.00566, 6.945393, 85.827, Merge SpMV, 0.00664, 5.916840, 73.116, Merge SpMV NUMA, Numa setup ms, 1.60980, 0.00654, 6.003921, 74.193, POSKI Tuned SpMV, poski tune ms, 50.15802, 0.09306, 0.422086, 5.216,
Wed Sep 9 14:36:55 PDT 2015, as-735_G_505, 7716, 7716, 19638, 2030.49, 1694.63, -0.101746, 2.54510, 18.00698, 7.07515, 42.80118, MKL SpMV, 0.00897, 4.376623, 54.084, CPU CSR I/O Proxy, 0.00524, 7.497396, 92.649, Merge SpMV, 0.00697, 5.632972, 69.609, Merge SpMV NUMA, Numa setup ms, 1.56307, 0.00681, 5.771319, 71.319, POSKI Tuned SpMV, poski tune ms, 47.39308, 0.09743, 0.403104, 4.981,
Wed Sep 9 14:37:02 PDT 2015, as-735_G_506, 7716, 7716, 19542, 2032.80, 1698.76, -0.099529, 2.53266, 17.99869, 7.10663, 42.79957, MKL SpMV, 0.00886, 4.408998, 54.535, CPU CSR I/O Proxy, 0.00527, 7.413784, 91.701, Merge SpMV, 0.00660, 5.920797, 73.235, Merge SpMV NUMA, Numa setup ms, 1.57905, 0.00658, 5.938806, 73.457, POSKI Tuned SpMV, poski tune ms, 44.70205, 0.09570, 0.408400, 5.052,
Wed Sep 9 14:37:09 PDT 2015, as-735_G_507, 7716, 7716, 19688, 2032.31, 1698.48, -0.099334, 2.55158, 17.99125, 7.05102, 42.77312, MKL SpMV, 0.00872, 4.517077, 55.793, CPU CSR I/O Proxy, 0.00523, 7.523778, 92.930, Merge SpMV, 0.00677, 5.818465, 71.867, Merge SpMV NUMA, Numa setup ms, 1.82295, 0.00657, 5.994546, 74.042, POSKI Tuned SpMV, poski tune ms, 77.45314, 0.10027, 0.392686, 4.850,
Wed Sep 9 14:37:17 PDT 2015, as-735_G_508, 7716, 7716, 19751, 2035.99, 1700.96, -0.099238, 2.55975, 18.08924, 7.06681, 42.89254, MKL SpMV, 0.00874, 4.520197, 55.797, CPU CSR I/O Proxy, 0.00520, 7.590734, 93.700, Merge SpMV, 0.00678, 5.824160, 71.893, Merge SpMV NUMA, Numa setup ms, 1.44815, 0.00660, 5.988017, 73.916, POSKI Tuned SpMV, poski tune ms, 48.52915, 0.09955, 0.396793, 4.898,
Wed Sep 9 14:37:24 PDT 2015, as-735_G_509, 7716, 7716, 19862, 2035.97, 1701.31, -0.099316, 2.57413, 18.11321, 7.03663, 42.68065, MKL SpMV, 0.00932, 4.261509, 52.548, CPU CSR I/O Proxy, 0.00520, 7.638468, 94.189, Merge SpMV, 0.00695, 5.718546, 70.515, Merge SpMV NUMA, Numa setup ms, 1.86992, 0.00681, 5.829030, 71.877, POSKI Tuned SpMV, poski tune ms, 51.47696, 0.09147, 0.434303, 5.355,
Wed Sep 9 14:37:32 PDT 2015, as-735_G_510, 7716, 7716, 19752, 2044.77, 1701.96, -0.103386, 2.55988, 18.12424, 7.08013, 42.80012, MKL SpMV, 0.00888, 4.446245, 54.884, CPU CSR I/O Proxy, 0.00524, 7.539217, 93.063, Merge SpMV, 0.00682, 5.792273, 71.499, Merge SpMV NUMA, Numa setup ms, 1.68085, 0.00667, 5.920524, 73.082, POSKI Tuned SpMV, poski tune ms, 43.62488, 0.09324, 0.423671, 5.230,
Wed Sep 9 14:37:39 PDT 2015, as-735_G_511, 7716, 7716, 19823, 2041.02, 1701.38, -0.101974, 2.56908, 18.14192, 7.06165, 42.81518, MKL SpMV, 0.00889, 4.460168, 55.018, CPU CSR I/O Proxy, 0.00521, 7.611229, 93.888, Merge SpMV, 0.00669, 5.928126, 73.126, Merge SpMV NUMA, Numa setup ms, 1.75500, 0.00656, 6.039163, 74.496, POSKI Tuned SpMV, poski tune ms, 48.41185, 0.09197, 0.431077, 5.318,
Wed Sep 9 14:37:46 PDT 2015, as-735_G_512, 7716, 7716, 19892, 2040.84, 1700.09, -0.100154, 2.57802, 18.14975, 7.04019, 42.79626, MKL SpMV, 0.00913, 4.359879, 53.746, CPU CSR I/O Proxy, 0.00544, 7.307245, 90.079, Merge SpMV, 0.00692, 5.747886, 70.856, Merge SpMV NUMA, Numa setup ms, 1.57595, 0.00699, 5.689364, 70.135, POSKI Tuned SpMV, poski tune ms, 48.36583, 0.08945, 0.444781, 5.483,
Wed Sep 9 14:37:53 PDT 2015, as-735_G_513, 7716, 7716, 19866, 2043.18, 1701.53, -0.101517, 2.57465, 18.08245, 7.02326, 42.65247, MKL SpMV, 0.00883, 4.499588, 55.482, CPU CSR I/O Proxy, 0.00519, 7.657467, 94.420, Merge SpMV, 0.00675, 5.883170, 72.542, Merge SpMV NUMA, Numa setup ms, 1.45388, 0.00650, 6.117057, 75.426, POSKI Tuned SpMV, poski tune ms, 49.47114, 0.09685, 0.410261, 5.059,
Wed Sep 9 14:38:00 PDT 2015, as-735_G_514, 7716, 7716, 19866, 2046.62, 1701.90, -0.101517, 2.57465, 18.08077, 7.02261, 42.56959, MKL SpMV, 0.00882, 4.503323, 55.528, CPU CSR I/O Proxy, 0.00508, 7.818334, 96.403, Merge SpMV, 0.00680, 5.843783, 72.056, Merge SpMV NUMA, Numa setup ms, 1.77598, 0.00665, 5.975059, 73.675, POSKI Tuned SpMV, poski tune ms, 116.27293, 0.09875, 0.402346, 4.961,
Wed Sep 9 14:38:08 PDT 2015, as-735_G_515, 7716, 7716, 19892, 2048.04, 1705.27, -0.098975, 2.57802, 18.09336, 7.01832, 42.72851, MKL SpMV, 0.00894, 4.450371, 54.861, CPU CSR I/O Proxy, 0.00516, 7.713367, 95.086, Merge SpMV, 0.00685, 5.805391, 71.565, Merge SpMV NUMA, Numa setup ms, 1.42598, 0.00669, 5.948833, 73.333, POSKI Tuned SpMV, poski tune ms, 45.97401, 0.09659, 0.411888, 5.077,
Wed Sep 9 14:38:15 PDT 2015, as-735_G_516, 7716, 7716, 20105, 2037.31, 1709.58, -0.089311, 2.60562, 18.21645, 6.99120, 42.29679, MKL SpMV, 0.00908, 4.428093, 54.478, CPU CSR I/O Proxy, 0.00533, 7.547061, 92.849, Merge SpMV, 0.00686, 5.858870, 72.080, Merge SpMV NUMA, Numa setup ms, 1.69110, 0.00657, 6.120656, 75.301, POSKI Tuned SpMV, poski tune ms, 91.24303, 0.09629, 0.417589, 5.137,
Wed Sep 9 14:38:22 PDT 2015, as-735_G_517, 7716, 7716, 19979, 2053.84, 1707.76, -0.099244, 2.58929, 18.19050, 7.02527, 42.77670, MKL SpMV, 0.00874, 4.574009, 56.339, CPU CSR I/O Proxy, 0.00521, 7.663213, 94.390, Merge SpMV, 0.00678, 5.896625, 72.630, Merge SpMV NUMA, Numa setup ms, 1.42813, 0.00666, 5.997987, 73.879, POSKI Tuned SpMV, poski tune ms, 44.44599, 0.09831, 0.406440, 5.006,
Wed Sep 9 14:38:30 PDT 2015, as-735_G_518, 7716, 7716, 19958, 2055.58, 1708.18, -0.099682, 2.58657, 18.21677, 7.04282, 42.82476, MKL SpMV, 0.00889, 4.491625, 55.335, CPU CSR I/O Proxy, 0.00525, 7.605629, 93.699, Merge SpMV, 0.00667, 5.980373, 73.676, Merge SpMV NUMA, Numa setup ms, 1.48106, 0.00659, 6.056430, 74.613, POSKI Tuned SpMV, poski tune ms, 104.83313, 0.10385, 0.384375, 4.735,
Wed Sep 9 14:38:37 PDT 2015, as-735_G_519, 7716, 7716, 20005, 2051.54, 1707.36, -0.098319, 2.59266, 18.20224, 7.02067, 42.68198, MKL SpMV, 0.00891, 4.490673, 55.299, CPU CSR I/O Proxy, 0.00549, 7.288856, 89.757, Merge SpMV, 0.00657, 6.085893, 74.943, Merge SpMV NUMA, Numa setup ms, 1.43313, 0.00637, 6.284198, 77.385, POSKI Tuned SpMV, poski tune ms, 64.05211, 0.09758, 0.410038, 5.049,
Wed Sep 9 14:38:45 PDT 2015, as-735_G_520, 7716, 7716, 19999, 2054.86, 1710.03, -0.098132, 2.59189, 18.21467, 7.02757, 42.67285, MKL SpMV, 0.00888, 4.503155, 55.456, CPU CSR I/O Proxy, 0.00528, 7.574833, 93.283, Merge SpMV, 0.00677, 5.905021, 72.720, Merge SpMV NUMA, Numa setup ms, 2.11191, 0.00670, 5.968924, 73.507, POSKI Tuned SpMV, poski tune ms, 112.45393, 0.09704, 0.412167, 5.076,
Wed Sep 9 14:38:52 PDT 2015, as-735_G_521, 7716, 7716, 20021, 2060.31, 1712.56, -0.099050, 2.59474, 18.22569, 7.02410, 42.80414, MKL SpMV, 0.00890, 4.497099, 55.370, CPU CSR I/O Proxy, 0.00531, 7.547635, 92.929, Merge SpMV, 0.00686, 5.837571, 71.874, Merge SpMV NUMA, Numa setup ms, 1.69897, 0.00679, 5.899688, 72.639, POSKI Tuned SpMV, poski tune ms, 46.70382, 0.10426, 0.384064, 4.729,
Wed Sep 9 14:39:00 PDT 2015, as-735_G_522, 7716, 7716, 20065, 2062.10, 1713.84, -0.100857, 2.60044, 18.22593, 7.00878, 42.82603, MKL SpMV, 0.00893, 4.494987, 55.321, CPU CSR I/O Proxy, 0.00525, 7.639734, 94.025, Merge SpMV, 0.00667, 6.018064, 74.066, Merge SpMV NUMA, Numa setup ms, 1.83105, 0.00646, 6.212534, 76.460, POSKI Tuned SpMV, poski tune ms, 67.11602, 0.09467, 0.423880, 5.217,
Wed Sep 9 14:39:07 PDT 2015, as-735_G_523, 7716, 7716, 20106, 2066.18, 1715.69, -0.101014, 2.60575, 18.23906, 6.99953, 42.74943, MKL SpMV, 0.00892, 4.509732, 55.481, CPU CSR I/O Proxy, 0.00524, 7.670679, 94.369, Merge SpMV, 0.00677, 5.935720, 73.025, Merge SpMV NUMA, Numa setup ms, 1.48892, 0.00663, 6.065598, 74.623, POSKI Tuned SpMV, poski tune ms, 106.86803, 0.09761, 0.411957, 5.068,
Wed Sep 9 14:39:15 PDT 2015, as-735_G_524, 7716, 7716, 20022, 2063.69, 1715.75, -0.099655, 2.59487, 18.20067, 7.01410, 42.79658, MKL SpMV, 0.00884, 4.528050, 55.751, CPU CSR I/O Proxy, 0.00517, 7.742873, 95.332, Merge SpMV, 0.00673, 5.950126, 73.259, Merge SpMV NUMA, Numa setup ms, 1.66488, 0.00661, 6.060899, 74.623, POSKI Tuned SpMV, poski tune ms, 44.70110, 0.09302, 0.430470, 5.300,
Wed Sep 9 14:39:22 PDT 2015, as-735_G_525, 7716, 7716, 20036, 2064.43, 1716.83, -0.100366, 2.59668, 18.22966, 7.02037, 42.79935, MKL SpMV, 0.00916, 4.374823, 53.857, CPU CSR I/O Proxy, 0.00530, 7.562786, 93.103, Merge SpMV, 0.00673, 5.957368, 73.339, Merge SpMV NUMA, Numa setup ms, 1.64700, 0.00660, 6.073359, 74.767, POSKI Tuned SpMV, poski tune ms, 55.45378, 0.09636, 0.415836, 5.119,
Wed Sep 9 14:39:29 PDT 2015, as-735_G_526, 7716, 7716, 20018, 2066.03, 1716.42, -0.103379, 2.59435, 18.25361, 7.03591, 42.90969, MKL SpMV, 0.00883, 4.535845, 55.849, CPU CSR I/O Proxy, 0.00567, 7.054978, 86.866, Merge SpMV, 0.00661, 6.059561, 74.610, Merge SpMV NUMA, Numa setup ms, 1.49417, 0.00639, 6.260949, 77.089, POSKI Tuned SpMV, poski tune ms, 110.35180, 0.10420, 0.384233, 4.731,
Wed Sep 9 14:39:37 PDT 2015, as-735_G_527, 7716, 7716, 20092, 2069.58, 1719.96, -0.100540, 2.60394, 18.29537, 7.02603, 42.78789, MKL SpMV, 0.00881, 4.561773, 56.129, CPU CSR I/O Proxy, 0.00521, 7.718640, 94.972, Merge SpMV, 0.00668, 6.013013, 73.985, Merge SpMV NUMA, Numa setup ms, 1.63507, 0.00654, 6.142956, 75.584, POSKI Tuned SpMV, poski tune ms, 45.03107, 0.09893, 0.406183, 4.998,
Wed Sep 9 14:39:44 PDT 2015, as-735_G_528, 7716, 7716, 20126, 2070.76, 1719.92, -0.102318, 2.60835, 18.29143, 7.01265, 42.78188, MKL SpMV, 0.00908, 4.431176, 54.505, CPU CSR I/O Proxy, 0.00553, 7.278579, 89.529, Merge SpMV, 0.00659, 6.103878, 75.080, Merge SpMV NUMA, Numa setup ms, 1.76120, 0.00651, 6.186828, 76.100, POSKI Tuned SpMV, poski tune ms, 42.84406, 0.09317, 0.432017, 5.314,
Wed Sep 9 14:39:51 PDT 2015, as-735_G_529, 7716, 7716, 20163, 2072.73, 1721.75, -0.101442, 2.61314, 18.28274, 6.99646, 42.73428, MKL SpMV, 0.00881, 4.576342, 56.271, CPU CSR I/O Proxy, 0.00522, 7.730232, 95.052, Merge SpMV, 0.00665, 6.066048, 74.589, Merge SpMV NUMA, Numa setup ms, 1.48106, 0.00657, 6.135508, 75.443, POSKI Tuned SpMV, poski tune ms, 43.27106, 0.09100, 0.443141, 5.449,
Wed Sep 9 14:39:59 PDT 2015, as-735_G_530, 7716, 7716, 20213, 2074.84, 1725.92, -0.101909, 2.61962, 18.33855, 7.00046, 42.85346, MKL SpMV, 0.00908, 4.453243, 54.732, CPU CSR I/O Proxy, 0.00529, 7.637205, 93.864, Merge SpMV, 0.00643, 6.285315, 77.249, Merge SpMV NUMA, Numa setup ms, 1.55592, 0.00635, 6.361768, 78.189, POSKI Tuned SpMV, poski tune ms, 46.71502, 0.09466, 0.427080, 5.249,
Wed Sep 9 14:40:06 PDT 2015, as-735_G_531, 7716, 7716, 20341, 2067.90, 1724.08, -0.103002, 2.63621, 18.39219, 6.97675, 42.75792, MKL SpMV, 0.00884, 4.601432, 56.487, CPU CSR I/O Proxy, 0.00508, 8.003919, 98.256, Merge SpMV, 0.00681, 5.971619, 73.308, Merge SpMV NUMA, Numa setup ms, 1.83487, 0.00667, 6.102786, 74.918, POSKI Tuned SpMV, poski tune ms, 52.03295, 0.09229, 0.440810, 5.411,
Wed Sep 9 14:40:13 PDT 2015, as-735_G_532, 7716, 7716, 20201, 2076.41, 1728.29, -0.104151, 2.61807, 18.34901, 7.00861, 42.91671, MKL SpMV, 0.00924, 4.374706, 53.773, CPU CSR I/O Proxy, 0.00522, 7.733766, 95.062, Merge SpMV, 0.00665, 6.078213, 74.712, Merge SpMV NUMA, Numa setup ms, 1.76001, 0.00683, 5.912743, 72.678, POSKI Tuned SpMV, poski tune ms, 43.35499, 0.09640, 0.419116, 5.152,
Wed Sep 9 14:40:20 PDT 2015, as-735_G_533, 7716, 7716, 20195, 2077.91, 1728.86, -0.104230, 2.61729, 18.36905, 7.01835, 42.97029, MKL SpMV, 0.00900, 4.489973, 55.193, CPU CSR I/O Proxy, 0.00525, 7.691634, 94.549, Merge SpMV, 0.00660, 6.123468, 75.272, Merge SpMV NUMA, Numa setup ms, 1.63817, 0.00649, 6.220083, 76.460, POSKI Tuned SpMV, poski tune ms, 44.36803, 0.09797, 0.412269, 5.068,
Wed Sep 9 14:40:28 PDT 2015, as-735_G_534, 7716, 7716, 19682, 2080.65, 1731.26, -0.110424, 2.55080, 18.08127, 7.08846, 43.70125, MKL SpMV, 0.00880, 4.470977, 55.226, CPU CSR I/O Proxy, 0.00560, 7.033077, 86.874, Merge SpMV, 0.00654, 6.020284, 74.364, Merge SpMV NUMA, Numa setup ms, 1.46914, 0.00633, 6.214911, 76.768, POSKI Tuned SpMV, poski tune ms, 52.35410, 0.09858, 0.399304, 4.932,
Wed Sep 9 14:40:35 PDT 2015, as-735_G_535, 7716, 7716, 20287, 2080.68, 1731.49, -0.103139, 2.62921, 18.38206, 6.99147, 42.87643, MKL SpMV, 0.00876, 4.630224, 56.869, CPU CSR I/O Proxy, 0.00512, 7.917934, 97.248, Merge SpMV, 0.00697, 5.817460, 71.450, Merge SpMV NUMA, Numa setup ms, 1.80984, 0.00666, 6.089033, 74.786, POSKI Tuned SpMV, poski tune ms, 46.08083, 0.09689, 0.418771, 5.143,
Wed Sep 9 14:40:42 PDT 2015, as-735_G_536, 7716, 7716, 20361, 2085.62, 1733.11, -0.104333, 2.63880, 18.41288, 6.97774, 42.88702, MKL SpMV, 0.00882, 4.618430, 56.685, CPU CSR I/O Proxy, 0.00528, 7.707747, 94.603, Merge SpMV, 0.00675, 6.029173, 74.001, Merge SpMV NUMA, Numa setup ms, 1.70898, 0.00658, 6.191011, 75.987, POSKI Tuned SpMV, poski tune ms, 45.10593, 0.09400, 0.433219, 5.317,
Wed Sep 9 14:40:49 PDT 2015, as-735_G_537, 7716, 7716, 20437, 2086.64, 1735.84, -0.102651, 2.64865, 18.44077, 6.96232, 42.76269, MKL SpMV, 0.00906, 4.510602, 55.324, CPU CSR I/O Proxy, 0.00524, 7.807803, 95.765, Merge SpMV, 0.00688, 5.944031, 72.905, Merge SpMV NUMA, Numa setup ms, 1.59907, 0.00661, 6.187966, 75.897, POSKI Tuned SpMV, poski tune ms, 74.91589, 0.09840, 0.415402, 5.095,
Wed Sep 9 14:40:57 PDT 2015, as-735_G_538, 7716, 7716, 20319, 2092.97, 1738.03, -0.107098, 2.63336, 18.43798, 7.00170, 43.13656, MKL SpMV, 0.00915, 4.440807, 54.526, CPU CSR I/O Proxy, 0.00534, 7.609006, 93.427, Merge SpMV, 0.00685, 5.931635, 72.831, Merge SpMV NUMA, Numa setup ms, 1.58191, 0.00669, 6.074473, 74.585, POSKI Tuned SpMV, poski tune ms, 108.16908, 0.10588, 0.383799, 4.712,
Wed Sep 9 14:41:05 PDT 2015, as-735_G_539, 7716, 7716, 20346, 2093.56, 1737.20, -0.105868, 2.63686, 18.43677, 6.99195, 43.13917, MKL SpMV, 0.00926, 4.396028, 53.963, CPU CSR I/O Proxy, 0.00523, 7.783708, 95.548, Merge SpMV, 0.00696, 5.843765, 71.735, Merge SpMV NUMA, Numa setup ms, 1.56903, 0.00693, 5.872218, 72.084, POSKI Tuned SpMV, poski tune ms, 49.61610, 0.09335, 0.435896, 5.351,
Wed Sep 9 14:41:12 PDT 2015, as-735_G_540, 7716, 7716, 20418, 2093.39, 1736.58, -0.106234, 2.64619, 18.48142, 6.98416, 43.09553, MKL SpMV, 0.00919, 4.441700, 54.488, CPU CSR I/O Proxy, 0.00527, 7.750913, 95.084, Merge SpMV, 0.00671, 6.081473, 74.604, Merge SpMV NUMA, Numa setup ms, 1.44601, 0.00650, 6.281958, 77.063, POSKI Tuned SpMV, poski tune ms, 48.78497, 0.09683, 0.421733, 5.174,
Wed Sep 9 14:41:19 PDT 2015, as-735_G_541, 7716, 7716, 20421, 2098.76, 1741.87, -0.108146, 2.64658, 18.48784, 6.98556, 43.05683, MKL SpMV, 0.00926, 4.412137, 54.124, CPU CSR I/O Proxy, 0.00527, 7.745287, 95.012, Merge SpMV, 0.00711, 5.747700, 70.507, Merge SpMV NUMA, Numa setup ms, 1.98388, 0.00720, 5.674689, 69.612, POSKI Tuned SpMV, poski tune ms, 47.10412, 0.09893, 0.412820, 5.064,
